"PathwayID","GeneID","Symbol","Description"
"hsa00010","10327","AKR1A1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","124","ADH1A","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","125","ADH1B","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","126","ADH1C","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","127","ADH4","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","128","ADH5","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","130","ADH6","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","130589","GALM","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","131","ADH7","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","160287","LDHAL6A","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","1737","DLAT","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","1738","DLD","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","2023","ENO1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","2026","ENO2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","2027","ENO3","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","217","ALDH2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","218","ALDH3A1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","219","ALDH1B1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","2203","FBP1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","221","ALDH3B1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","222","ALDH3B2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","223","ALDH9A1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","224","ALDH3A2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","226","ALDOA","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","229","ALDOB","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","230","ALDOC","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","2538","G6PC1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","2597","GAPDH","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","26330","GAPDHS","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","2645","GCK","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","2821","GPI","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","3098","HK1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","3099","HK2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","3101","HK3","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","387712","ENO4","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","3939","LDHA","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","3945","LDHB","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","3948","LDHC","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","441531","PGAM4","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","501","ALDH7A1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5105","PCK1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5106","PCK2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5160","PDHA1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5161","PDHA2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5162","PDHB","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5211","PFKL","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5213","PFKM","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5214","PFKP","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5223","PGAM1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5224","PGAM2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5230","PGK1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5232","PGK2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5236","PGM1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5313","PKLR","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","5315","PKM","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","55276","PGM2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","55902","ACSS2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","57818","G6PC2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","669","BPGM","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","7167","TPI1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","80201","HKDC1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","83440","ADPGK","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","84532","ACSS1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","8789","FBP2","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","92483","LDHAL6B","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","92579","G6PC3","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00010","9562","MINPP1","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"hsa00020","1431","CS","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","1737","DLAT","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","1738","DLD","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","1743","DLST","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","2271","FH","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","3417","IDH1","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","3418","IDH2","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","3419","IDH3A","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","3420","IDH3B","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","3421","IDH3G","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","4190","MDH1","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","4191","MDH2","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","47","ACLY","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","48","ACO1","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","4967","OGDH","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","50","ACO2","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","5091","PC","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","5105","PCK1","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","5106","PCK2","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","5160","PDHA1","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","5161","PDHA2","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","5162","PDHB","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","55753","OGDHL","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","6389","SDHA","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","6390","SDHB","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","6391","SDHC","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","6392","SDHD","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","8801","SUCLG2","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","8802","SUCLG1","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00020","8803","SUCLA2","Citrate cycle (TCA cycle) - Homo sapiens (human)"
"hsa00030","132158","GLYCTK","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","2203","FBP1","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","221823","PRPS1L1","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","226","ALDOA","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","229","ALDOB","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","22934","RPIA","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","230","ALDOC","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","23729","SHPK","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","2539","G6PD","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","25796","PGLS","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","2821","GPI","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","414328","IDNK","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","51071","DERA","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","5211","PFKL","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","5213","PFKM","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","5214","PFKP","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","5226","PGD","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","5236","PGM1","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","55276","PGM2","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","5631","PRPS1","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","5634","PRPS2","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","6120","RPE","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","64080","RBKS","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","6888","TALDO1","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","7086","TKT","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","729020","RPEL1","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","8277","TKTL1","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","84076","TKTL2","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","8789","FBP2","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","9104","RGN","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00030","9563","H6PD","Pentose phosphate pathway - Homo sapiens (human)"
"hsa00040","10327","AKR1A1","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","10720","UGT2B11","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","10941","UGT2A1","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","231","AKR1B1","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","27294","DHDH","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","2990","GUSB","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","441282","AKR1B15","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","51084","CRYL1","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","51181","DCXR","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54490","UGT2B28","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54575","UGT1A10","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54576","UGT1A8","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54577","UGT1A7","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54578","UGT1A6","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54579","UGT1A5","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54600","UGT1A9","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54657","UGT1A4","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54658","UGT1A1","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","54659","UGT1A3","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","55277","FGGY","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","57016","AKR1B10","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","574537","UGT2A2","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","6120","RPE","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","6652","SORD","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","729020","RPEL1","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","729920","CRPPA","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","7358","UGDH","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","7360","UGP2","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","7363","UGT2B4","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","7364","UGT2B7","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","7365","UGT2B10","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","7366","UGT2B15","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","7367","UGT2B17","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","79799","UGT2A3","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","9365","KL","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00040","9942","XYLB","Pentose and glucuronate interconversions - Homo sapiens (human)"
"hsa00051","197258","FCSK","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","2203","FBP1","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","226","ALDOA","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","229","ALDOB","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","230","ALDOC","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","231","AKR1B1","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","26007","TKFC","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","2762","GMDS","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","29925","GMPPB","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","29926","GMPPA","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","3098","HK1","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","3099","HK2","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","3101","HK3","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","3795","KHK","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","4351","MPI","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","441282","AKR1B15","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5207","PFKFB1","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5208","PFKFB2","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5209","PFKFB3","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5210","PFKFB4","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5211","PFKL","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5213","PFKM","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5214","PFKP","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5372","PMM1","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","5373","PMM2","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","55556","ENOSF1","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","57016","AKR1B10","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","57103","TIGAR","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","6652","SORD","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","7167","TPI1","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","7264","GFUS","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","80201","HKDC1","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","8789","FBP2","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00051","8790","FPGT","Fructose and mannose metabolism - Homo sapiens (human)"
"hsa00052","130589","GALM","Galactose metabolism - Homo sapiens (human)"
"hsa00052","231","AKR1B1","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2538","G6PC1","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2548","GAA","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2582","GALE","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2584","GALK1","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2592","GALT","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2595","GANC","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2645","GCK","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2683","B4GALT1","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2717","GLA","Galactose metabolism - Homo sapiens (human)"
"hsa00052","2720","GLB1","Galactose metabolism - Homo sapiens (human)"
"hsa00052","3098","HK1","Galactose metabolism - Homo sapiens (human)"
"hsa00052","3099","HK2","Galactose metabolism - Homo sapiens (human)"
"hsa00052","3101","HK3","Galactose metabolism - Homo sapiens (human)"
"hsa00052","3906","LALBA","Galactose metabolism - Homo sapiens (human)"
"hsa00052","3938","LCT","Galactose metabolism - Homo sapiens (human)"
"hsa00052","441282","AKR1B15","Galactose metabolism - Homo sapiens (human)"
"hsa00052","5211","PFKL","Galactose metabolism - Homo sapiens (human)"
"hsa00052","5213","PFKM","Galactose metabolism - Homo sapiens (human)"
"hsa00052","5214","PFKP","Galactose metabolism - Homo sapiens (human)"
"hsa00052","5236","PGM1","Galactose metabolism - Homo sapiens (human)"
"hsa00052","55276","PGM2","Galactose metabolism - Homo sapiens (human)"
"hsa00052","57016","AKR1B10","Galactose metabolism - Homo sapiens (human)"
"hsa00052","57818","G6PC2","Galactose metabolism - Homo sapiens (human)"
"hsa00052","6476","SI","Galactose metabolism - Homo sapiens (human)"
"hsa00052","7360","UGP2","Galactose metabolism - Homo sapiens (human)"
"hsa00052","80201","HKDC1","Galactose metabolism - Homo sapiens (human)"
"hsa00052","8704","B4GALT2","Galactose metabolism - Homo sapiens (human)"
"hsa00052","8972","MGAM","Galactose metabolism - Homo sapiens (human)"
"hsa00052","92579","G6PC3","Galactose metabolism - Homo sapiens (human)"
"hsa00052","93432","MGAM2","Galactose metabolism - Homo sapiens (human)"
"hsa00053","10327","AKR1A1","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","10720","UGT2B11","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","10941","UGT2A1","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","217","ALDH2","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","219","ALDH1B1","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","223","ALDH9A1","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","224","ALDH3A2","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","2990","GUSB","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","501","ALDH7A1","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54490","UGT2B28","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54575","UGT1A10","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54576","UGT1A8","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54577","UGT1A7","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54578","UGT1A6","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54579","UGT1A5","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54600","UGT1A9","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54657","UGT1A4","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54658","UGT1A1","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","54659","UGT1A3","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","55586","MIOX","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","574537","UGT2A2","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","7358","UGDH","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","7363","UGT2B4","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","7364","UGT2B7","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","7365","UGT2B10","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","7366","UGT2B15","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","7367","UGT2B17","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","79799","UGT2A3","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","9104","RGN","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00053","9365","KL","Ascorbate and aldarate metabolism - Homo sapiens (human)"
"hsa00061","109703458","HTD2","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","197322","ACSF3","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","2180","ACSL1","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","2181","ACSL3","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","2182","ACSL4","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","2194","FASN","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","23205","ACSBG1","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","23305","ACSL6","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","27349","MCAT","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","31","ACACA","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","32","ACACB","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","51102","MECR","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","51703","ACSL5","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","54995","OXSM","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","55301","OLAH","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","7923","HSD17B8","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","81616","ACSBG2","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00061","84869","CBR4","Fatty acid biosynthesis - Homo sapiens (human)"
"hsa00062","10449","ACAA2","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","10965","ACOT2","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","11332","ACOT7","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","117145","THEM4","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","122970","ACOT4","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","1892","ECHS1","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","201562","HACD2","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","284486","THEM5","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","3030","HADHA","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","3032","HADHB","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","3033","HADH","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","401494","HACD4","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","51102","MECR","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","51144","HSD17B12","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","51495","HACD3","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","54898","ELOVL2","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","5538","PPT1","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","60481","ELOVL5","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","641371","ACOT1","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","64834","ELOVL1","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","6785","ELOVL4","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","79071","ELOVL6","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","79993","ELOVL7","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","83401","ELOVL3","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","9200","HACD1","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","9374","PPT2","Fatty acid elongation - Homo sapiens (human)"
"hsa00062","9524","TECR","Fatty acid elongation - Homo sapiens (human)"
"hsa00071","10449","ACAA2","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","10455","ECI2","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","113612","CYP2U1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","124","ADH1A","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","125","ADH1B","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","126","ADH1C","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","126129","CPT1C","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","127","ADH4","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","128","ADH5","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","130","ADH6","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","131","ADH7","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","1374","CPT1A","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","1375","CPT1B","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","1376","CPT2","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","1632","ECI1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","1892","ECHS1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","1962","EHHADH","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","217","ALDH2","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","2180","ACSL1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","2181","ACSL3","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","2182","ACSL4","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","219","ALDH1B1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","223","ALDH9A1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","224","ALDH3A2","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","23205","ACSBG1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","23305","ACSL6","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","2639","GCDH","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","30","ACAA1","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","3030","HADHA","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","3032","HADHB","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","3033","HADH","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","33","ACADL","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","34","ACADM","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","35","ACADS","Fatty acid degradation - Homo sapiens (human)"
"hsa00071","36","ACADSB","Fatty acid degradation - Homo sapiens (human)"
