"PathwayID","GeneID","Symbol","Description"
"hsa05022","84557","MAP1LC3A","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","84617","TUBB6","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","847","CAT","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","84701","COX4I2","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","84790","TUBA1C","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","8632","DNAH17","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","8678","BECN1","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","8701","DNAH11","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","8772","FADD","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","8851","CDK5R1","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","8878","SQSTM1","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","89780","WNT3A","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","89832","CHRFAM7A","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","89953","KLC4","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9001","HAP1","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","90550","MCU","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9167","COX7A2L","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","91860","CALML4","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9217","VAPB","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9246","UBE2L6","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","92552","ATXN3L","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9377","COX5A","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9451","EIF2AK3","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9627","SNCAIP","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9706","ULK2","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9776","ATG13","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9821","RB1CC1","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9861","PSMD6","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9896","FIG4","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9927","MFN2","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05022","9973","CCS","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"hsa05030","1020","CDK5","Cocaine addiction - Homo sapiens (human)"
"hsa05030","10488","CREB3","Cocaine addiction - Homo sapiens (human)"
"hsa05030","111","ADCY5","Cocaine addiction - Homo sapiens (human)"
"hsa05030","116443","GRIN3A","Cocaine addiction - Homo sapiens (human)"
"hsa05030","116444","GRIN3B","Cocaine addiction - Homo sapiens (human)"
"hsa05030","1385","CREB1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","1386","ATF2","Cocaine addiction - Homo sapiens (human)"
"hsa05030","1388","ATF6B","Cocaine addiction - Homo sapiens (human)"
"hsa05030","148327","CREB3L4","Cocaine addiction - Homo sapiens (human)"
"hsa05030","1644","DDC","Cocaine addiction - Homo sapiens (human)"
"hsa05030","1742","DLG4","Cocaine addiction - Homo sapiens (human)"
"hsa05030","1812","DRD1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","1813","DRD2","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2354","FOSB","Cocaine addiction - Homo sapiens (human)"
"hsa05030","26086","GPSM1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2770","GNAI1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2771","GNAI2","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2773","GNAI3","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2778","GNAS","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2891","GRIA2","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2902","GRIN1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2903","GRIN2A","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2904","GRIN2B","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2905","GRIN2C","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2906","GRIN2D","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2912","GRM2","Cocaine addiction - Homo sapiens (human)"
"hsa05030","2913","GRM3","Cocaine addiction - Homo sapiens (human)"
"hsa05030","3725","JUN","Cocaine addiction - Homo sapiens (human)"
"hsa05030","4128","MAOA","Cocaine addiction - Homo sapiens (human)"
"hsa05030","4129","MAOB","Cocaine addiction - Homo sapiens (human)"
"hsa05030","468","ATF4","Cocaine addiction - Homo sapiens (human)"
"hsa05030","4790","NFKB1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","5173","PDYN","Cocaine addiction - Homo sapiens (human)"
"hsa05030","5566","PRKACA","Cocaine addiction - Homo sapiens (human)"
"hsa05030","5567","PRKACB","Cocaine addiction - Homo sapiens (human)"
"hsa05030","5568","PRKACG","Cocaine addiction - Homo sapiens (human)"
"hsa05030","5970","RELA","Cocaine addiction - Homo sapiens (human)"
"hsa05030","627","BDNF","Cocaine addiction - Homo sapiens (human)"
"hsa05030","64764","CREB3L2","Cocaine addiction - Homo sapiens (human)"
"hsa05030","6531","SLC6A3","Cocaine addiction - Homo sapiens (human)"
"hsa05030","6570","SLC18A1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","6571","SLC18A2","Cocaine addiction - Homo sapiens (human)"
"hsa05030","7054","TH","Cocaine addiction - Homo sapiens (human)"
"hsa05030","84152","PPP1R1B","Cocaine addiction - Homo sapiens (human)"
"hsa05030","84699","CREB3L3","Cocaine addiction - Homo sapiens (human)"
"hsa05030","8787","RGS9","Cocaine addiction - Homo sapiens (human)"
"hsa05030","8851","CDK5R1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","90993","CREB3L1","Cocaine addiction - Homo sapiens (human)"
"hsa05030","9586","CREB5","Cocaine addiction - Homo sapiens (human)"
"hsa05031","10488","CREB3","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","111","ADCY5","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","116443","GRIN3A","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","116444","GRIN3B","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","1385","CREB1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","1386","ATF2","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","1388","ATF6B","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","148327","CREB3L4","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","163688","CALML6","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","1644","DDC","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","1812","DRD1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","23237","ARC","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","23411","SIRT1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2353","FOS","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2354","FOSB","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2778","GNAS","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2890","GRIA1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2891","GRIA2","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2892","GRIA3","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2893","GRIA4","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2902","GRIN1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2903","GRIN2A","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2904","GRIN2B","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2905","GRIN2C","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","2906","GRIN2D","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","3065","HDAC1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","3066","HDAC2","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","3725","JUN","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","4128","MAOA","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","4129","MAOB","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","468","ATF4","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5173","PDYN","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","51806","CALML5","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5499","PPP1CA","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5500","PPP1CB","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5501","PPP1CC","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5530","PPP3CA","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5532","PPP3CB","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5533","PPP3CC","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5534","PPP3R1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5535","PPP3R2","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5566","PRKACA","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5567","PRKACB","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5568","PRKACG","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5578","PRKCA","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5579","PRKCB","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","5582","PRKCG","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","64764","CREB3L2","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","6531","SLC6A3","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","6570","SLC18A1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","6571","SLC18A2","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","6804","STX1A","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","7054","TH","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","775","CACNA1C","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","776","CACNA1D","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","801","CALM1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","805","CALM2","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","808","CALM3","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","810","CALML3","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","814","CAMK4","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","815","CAMK2A","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","816","CAMK2B","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","817","CAMK2D","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","818","CAMK2G","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","84152","PPP1R1B","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","84699","CREB3L3","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","90993","CREB3L1","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","91860","CALML4","Amphetamine addiction - Homo sapiens (human)"
"hsa05031","9586","CREB5","Amphetamine addiction - Homo sapiens (human)"
"hsa05032","10681","GNB5","Morphine addiction - Homo sapiens (human)"
"hsa05032","107","ADCY1","Morphine addiction - Homo sapiens (human)"
"hsa05032","108","ADCY2","Morphine addiction - Homo sapiens (human)"
"hsa05032","10846","PDE10A","Morphine addiction - Homo sapiens (human)"
"hsa05032","109","ADCY3","Morphine addiction - Homo sapiens (human)"
"hsa05032","111","ADCY5","Morphine addiction - Homo sapiens (human)"
"hsa05032","112","ADCY6","Morphine addiction - Homo sapiens (human)"
"hsa05032","113","ADCY7","Morphine addiction - Homo sapiens (human)"
"hsa05032","114","ADCY8","Morphine addiction - Homo sapiens (human)"
"hsa05032","115","ADCY9","Morphine addiction - Homo sapiens (human)"
"hsa05032","134","ADORA1","Morphine addiction - Homo sapiens (human)"
"hsa05032","140679","SLC32A1","Morphine addiction - Homo sapiens (human)"
"hsa05032","156","GRK2","Morphine addiction - Homo sapiens (human)"
"hsa05032","157","GRK3","Morphine addiction - Homo sapiens (human)"
"hsa05032","1812","DRD1","Morphine addiction - Homo sapiens (human)"
"hsa05032","196883","ADCY4","Morphine addiction - Homo sapiens (human)"
"hsa05032","200959","GABRR3","Morphine addiction - Homo sapiens (human)"
"hsa05032","2550","GABBR1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2554","GABRA1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2555","GABRA2","Morphine addiction - Homo sapiens (human)"
"hsa05032","2556","GABRA3","Morphine addiction - Homo sapiens (human)"
"hsa05032","2557","GABRA4","Morphine addiction - Homo sapiens (human)"
"hsa05032","2558","GABRA5","Morphine addiction - Homo sapiens (human)"
"hsa05032","2559","GABRA6","Morphine addiction - Homo sapiens (human)"
"hsa05032","2560","GABRB1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2561","GABRB2","Morphine addiction - Homo sapiens (human)"
"hsa05032","2562","GABRB3","Morphine addiction - Homo sapiens (human)"
"hsa05032","2563","GABRD","Morphine addiction - Homo sapiens (human)"
"hsa05032","2564","GABRE","Morphine addiction - Homo sapiens (human)"
"hsa05032","2565","GABRG1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2566","GABRG2","Morphine addiction - Homo sapiens (human)"
"hsa05032","2567","GABRG3","Morphine addiction - Homo sapiens (human)"
"hsa05032","2568","GABRP","Morphine addiction - Homo sapiens (human)"
"hsa05032","2569","GABRR1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2570","GABRR2","Morphine addiction - Homo sapiens (human)"
"hsa05032","27115","PDE7B","Morphine addiction - Homo sapiens (human)"
"hsa05032","2770","GNAI1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2771","GNAI2","Morphine addiction - Homo sapiens (human)"
"hsa05032","2773","GNAI3","Morphine addiction - Homo sapiens (human)"
"hsa05032","2775","GNAO1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2778","GNAS","Morphine addiction - Homo sapiens (human)"
"hsa05032","2782","GNB1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2783","GNB2","Morphine addiction - Homo sapiens (human)"
"hsa05032","2784","GNB3","Morphine addiction - Homo sapiens (human)"
"hsa05032","2785","GNG3","Morphine addiction - Homo sapiens (human)"
"hsa05032","2786","GNG4","Morphine addiction - Homo sapiens (human)"
"hsa05032","2787","GNG5","Morphine addiction - Homo sapiens (human)"
"hsa05032","2788","GNG7","Morphine addiction - Homo sapiens (human)"
"hsa05032","2790","GNG10","Morphine addiction - Homo sapiens (human)"
"hsa05032","2791","GNG11","Morphine addiction - Homo sapiens (human)"
"hsa05032","2792","GNGT1","Morphine addiction - Homo sapiens (human)"
"hsa05032","2793","GNGT2","Morphine addiction - Homo sapiens (human)"
"hsa05032","2868","GRK4","Morphine addiction - Homo sapiens (human)"
"hsa05032","2869","GRK5","Morphine addiction - Homo sapiens (human)"
"hsa05032","2870","GRK6","Morphine addiction - Homo sapiens (human)"
"hsa05032","3760","KCNJ3","Morphine addiction - Homo sapiens (human)"
"hsa05032","3762","KCNJ5","Morphine addiction - Homo sapiens (human)"
"hsa05032","3763","KCNJ6","Morphine addiction - Homo sapiens (human)"
"hsa05032","3765","KCNJ9","Morphine addiction - Homo sapiens (human)"
"hsa05032","408","ARRB1","Morphine addiction - Homo sapiens (human)"
"hsa05032","409","ARRB2","Morphine addiction - Homo sapiens (human)"
"hsa05032","4988","OPRM1","Morphine addiction - Homo sapiens (human)"
"hsa05032","50940","PDE11A","Morphine addiction - Homo sapiens (human)"
"hsa05032","5136","PDE1A","Morphine addiction - Homo sapiens (human)"
"hsa05032","5137","PDE1C","Morphine addiction - Homo sapiens (human)"
"hsa05032","5138","PDE2A","Morphine addiction - Homo sapiens (human)"
"hsa05032","5139","PDE3A","Morphine addiction - Homo sapiens (human)"
"hsa05032","5140","PDE3B","Morphine addiction - Homo sapiens (human)"
"hsa05032","5141","PDE4A","Morphine addiction - Homo sapiens (human)"
"hsa05032","5142","PDE4B","Morphine addiction - Homo sapiens (human)"
"hsa05032","5143","PDE4C","Morphine addiction - Homo sapiens (human)"
"hsa05032","5144","PDE4D","Morphine addiction - Homo sapiens (human)"
"hsa05032","5150","PDE7A","Morphine addiction - Homo sapiens (human)"
"hsa05032","5151","PDE8A","Morphine addiction - Homo sapiens (human)"
"hsa05032","5153","PDE1B","Morphine addiction - Homo sapiens (human)"
"hsa05032","51764","GNG13","Morphine addiction - Homo sapiens (human)"
"hsa05032","54331","GNG2","Morphine addiction - Homo sapiens (human)"
"hsa05032","5566","PRKACA","Morphine addiction - Homo sapiens (human)"
"hsa05032","5567","PRKACB","Morphine addiction - Homo sapiens (human)"
"hsa05032","5568","PRKACG","Morphine addiction - Homo sapiens (human)"
"hsa05032","5578","PRKCA","Morphine addiction - Homo sapiens (human)"
"hsa05032","5579","PRKCB","Morphine addiction - Homo sapiens (human)"
"hsa05032","5582","PRKCG","Morphine addiction - Homo sapiens (human)"
"hsa05032","55879","GABRQ","Morphine addiction - Homo sapiens (human)"
"hsa05032","55970","GNG12","Morphine addiction - Homo sapiens (human)"
"hsa05032","59345","GNB4","Morphine addiction - Homo sapiens (human)"
"hsa05032","773","CACNA1A","Morphine addiction - Homo sapiens (human)"
"hsa05032","774","CACNA1B","Morphine addiction - Homo sapiens (human)"
"hsa05032","8622","PDE8B","Morphine addiction - Homo sapiens (human)"
"hsa05032","94235","GNG8","Morphine addiction - Homo sapiens (human)"
"hsa05032","9568","GABBR2","Morphine addiction - Homo sapiens (human)"
"hsa05033","1137","CHRNA4","Nicotine addiction - Homo sapiens (human)"
"hsa05033","1139","CHRNA7","Nicotine addiction - Homo sapiens (human)"
"hsa05033","1141","CHRNB2","Nicotine addiction - Homo sapiens (human)"
"hsa05033","116443","GRIN3A","Nicotine addiction - Homo sapiens (human)"
"hsa05033","116444","GRIN3B","Nicotine addiction - Homo sapiens (human)"
"hsa05033","140679","SLC32A1","Nicotine addiction - Homo sapiens (human)"
"hsa05033","200959","GABRR3","Nicotine addiction - Homo sapiens (human)"
"hsa05033","246213","SLC17A8","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2554","GABRA1","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2555","GABRA2","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2556","GABRA3","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2557","GABRA4","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2558","GABRA5","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2559","GABRA6","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2560","GABRB1","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2561","GABRB2","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2562","GABRB3","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2563","GABRD","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2564","GABRE","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2565","GABRG1","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2566","GABRG2","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2567","GABRG3","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2568","GABRP","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2569","GABRR1","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2570","GABRR2","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2890","GRIA1","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2891","GRIA2","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2892","GRIA3","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2893","GRIA4","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2902","GRIN1","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2903","GRIN2A","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2904","GRIN2B","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2905","GRIN2C","Nicotine addiction - Homo sapiens (human)"
"hsa05033","2906","GRIN2D","Nicotine addiction - Homo sapiens (human)"
"hsa05033","55879","GABRQ","Nicotine addiction - Homo sapiens (human)"
"hsa05033","57030","SLC17A7","Nicotine addiction - Homo sapiens (human)"
"hsa05033","57084","SLC17A6","Nicotine addiction - Homo sapiens (human)"
"hsa05033","773","CACNA1A","Nicotine addiction - Homo sapiens (human)"
"hsa05033","774","CACNA1B","Nicotine addiction - Homo sapiens (human)"
"hsa05033","8973","CHRNA6","Nicotine addiction - Homo sapiens (human)"
"hsa05033","89832","CHRFAM7A","Nicotine addiction - Homo sapiens (human)"
"hsa05034","10013","HDAC6","Alcoholism - Homo sapiens (human)"
"hsa05034","10014","HDAC5","Alcoholism - Homo sapiens (human)"
"hsa05034","102724334","LOC102724334","Alcoholism - Homo sapiens (human)"
"hsa05034","10488","CREB3","Alcoholism - Homo sapiens (human)"
"hsa05034","10645","CAMKK2","Alcoholism - Homo sapiens (human)"
"hsa05034","10681","GNB5","Alcoholism - Homo sapiens (human)"
"hsa05034","111","ADCY5","Alcoholism - Homo sapiens (human)"
"hsa05034","114483833","H2BK1","Alcoholism - Homo sapiens (human)"
"hsa05034","115482686","H2AL3","Alcoholism - Homo sapiens (human)"
"hsa05034","116443","GRIN3A","Alcoholism - Homo sapiens (human)"
"hsa05034","116444","GRIN3B","Alcoholism - Homo sapiens (human)"
"hsa05034","121504","H4C16","Alcoholism - Homo sapiens (human)"
"hsa05034","126961","H3C14","Alcoholism - Homo sapiens (human)"
"hsa05034","128312","H2BC26","Alcoholism - Homo sapiens (human)"
"hsa05034","135","ADORA2A","Alcoholism - Homo sapiens (human)"
"hsa05034","136","ADORA2B","Alcoholism - Homo sapiens (human)"
"hsa05034","1385","CREB1","Alcoholism - Homo sapiens (human)"
"hsa05034","1386","ATF2","Alcoholism - Homo sapiens (human)"
"hsa05034","1388","ATF6B","Alcoholism - Homo sapiens (human)"
"hsa05034","1392","CRH","Alcoholism - Homo sapiens (human)"
"hsa05034","148327","CREB3L4","Alcoholism - Homo sapiens (human)"
"hsa05034","158983","H2BW1","Alcoholism - Homo sapiens (human)"
"hsa05034","163688","CALML6","Alcoholism - Homo sapiens (human)"
"hsa05034","1644","DDC","Alcoholism - Homo sapiens (human)"
"hsa05034","1812","DRD1","Alcoholism - Homo sapiens (human)"
"hsa05034","1813","DRD2","Alcoholism - Homo sapiens (human)"
"hsa05034","2030","SLC29A1","Alcoholism - Homo sapiens (human)"
"hsa05034","221613","H2AC1","Alcoholism - Homo sapiens (human)"
"hsa05034","2354","FOSB","Alcoholism - Homo sapiens (human)"
"hsa05034","255626","H2BC1","Alcoholism - Homo sapiens (human)"
"hsa05034","25759","SHC2","Alcoholism - Homo sapiens (human)"
"hsa05034","2770","GNAI1","Alcoholism - Homo sapiens (human)"
"hsa05034","2771","GNAI2","Alcoholism - Homo sapiens (human)"
"hsa05034","2773","GNAI3","Alcoholism - Homo sapiens (human)"
"hsa05034","2775","GNAO1","Alcoholism - Homo sapiens (human)"
"hsa05034","2778","GNAS","Alcoholism - Homo sapiens (human)"
"hsa05034","2782","GNB1","Alcoholism - Homo sapiens (human)"
"hsa05034","2783","GNB2","Alcoholism - Homo sapiens (human)"
"hsa05034","2784","GNB3","Alcoholism - Homo sapiens (human)"
"hsa05034","2785","GNG3","Alcoholism - Homo sapiens (human)"
"hsa05034","2786","GNG4","Alcoholism - Homo sapiens (human)"
"hsa05034","2787","GNG5","Alcoholism - Homo sapiens (human)"
"hsa05034","2788","GNG7","Alcoholism - Homo sapiens (human)"
"hsa05034","2790","GNG10","Alcoholism - Homo sapiens (human)"
"hsa05034","2791","GNG11","Alcoholism - Homo sapiens (human)"
"hsa05034","2792","GNGT1","Alcoholism - Homo sapiens (human)"
"hsa05034","2793","GNGT2","Alcoholism - Homo sapiens (human)"
"hsa05034","286436","H2BW2","Alcoholism - Homo sapiens (human)"
"hsa05034","2885","GRB2","Alcoholism - Homo sapiens (human)"
"hsa05034","2902","GRIN1","Alcoholism - Homo sapiens (human)"
"hsa05034","2903","GRIN2A","Alcoholism - Homo sapiens (human)"
"hsa05034","2904","GRIN2B","Alcoholism - Homo sapiens (human)"
"hsa05034","2905","GRIN2C","Alcoholism - Homo sapiens (human)"
"hsa05034","2906","GRIN2D","Alcoholism - Homo sapiens (human)"
"hsa05034","3012","H2AC8","Alcoholism - Homo sapiens (human)"
"hsa05034","3013","H2AC7","Alcoholism - Homo sapiens (human)"
"hsa05034","3014","H2AX","Alcoholism - Homo sapiens (human)"
"hsa05034","3015","H2AZ1","Alcoholism - Homo sapiens (human)"
"hsa05034","3017","H2BC5","Alcoholism - Homo sapiens (human)"
"hsa05034","3018","H2BC3","Alcoholism - Homo sapiens (human)"
"hsa05034","3020","H3-3A","Alcoholism - Homo sapiens (human)"
"hsa05034","3021","H3-3B","Alcoholism - Homo sapiens (human)"
"hsa05034","3065","HDAC1","Alcoholism - Homo sapiens (human)"
"hsa05034","3066","HDAC2","Alcoholism - Homo sapiens (human)"
"hsa05034","3177","SLC29A2","Alcoholism - Homo sapiens (human)"
"hsa05034","317772","H2AC21","Alcoholism - Homo sapiens (human)"
"hsa05034","3265","HRAS","Alcoholism - Homo sapiens (human)"
"hsa05034","333932","H3C15","Alcoholism - Homo sapiens (human)"
"hsa05034","369","ARAF","Alcoholism - Homo sapiens (human)"
"hsa05034","3845","KRAS","Alcoholism - Homo sapiens (human)"
"hsa05034","399694","SHC4","Alcoholism - Homo sapiens (human)"
"hsa05034","4128","MAOA","Alcoholism - Homo sapiens (human)"
"hsa05034","4129","MAOB","Alcoholism - Homo sapiens (human)"
"hsa05034","440093","H3-5","Alcoholism - Homo sapiens (human)"
"hsa05034","440689","H2BC18","Alcoholism - Homo sapiens (human)"
"hsa05034","468","ATF4","Alcoholism - Homo sapiens (human)"
"hsa05034","474381","H2AB2","Alcoholism - Homo sapiens (human)"
"hsa05034","474382","H2AB1","Alcoholism - Homo sapiens (human)"
"hsa05034","4852","NPY","Alcoholism - Homo sapiens (human)"
"hsa05034","4893","NRAS","Alcoholism - Homo sapiens (human)"
"hsa05034","4915","NTRK2","Alcoholism - Homo sapiens (human)"
"hsa05034","51564","HDAC7","Alcoholism - Homo sapiens (human)"
"hsa05034","5173","PDYN","Alcoholism - Homo sapiens (human)"
"hsa05034","51764","GNG13","Alcoholism - Homo sapiens (human)"
"hsa05034","51806","CALML5","Alcoholism - Homo sapiens (human)"
"hsa05034","53358","SHC3","Alcoholism - Homo sapiens (human)"
"hsa05034","54145","H2BC12L","Alcoholism - Homo sapiens (human)"
"hsa05034","54331","GNG2","Alcoholism - Homo sapiens (human)"
"hsa05034","5499","PPP1CA","Alcoholism - Homo sapiens (human)"
"hsa05034","5500","PPP1CB","Alcoholism - Homo sapiens (human)"
"hsa05034","5501","PPP1CC","Alcoholism - Homo sapiens (human)"
"hsa05034","55315","SLC29A3","Alcoholism - Homo sapiens (human)"
"hsa05034","554313","H4C15","Alcoholism - Homo sapiens (human)"
"hsa05034","55506","MACROH2A2","Alcoholism - Homo sapiens (human)"
"hsa05034","5566","PRKACA","Alcoholism - Homo sapiens (human)"
